scanfield,scandate
21111900AM001P1I,"2021-12-07 14:13:11"
21111900AM001P1I,"2021-12-07 14:13:11"
21111900AM001P1I,"2021-12-07 14:13:11"
21111900AM001P1I,"2021-12-07 14:13:11"
21111900AM001P1I,"2021-12-07 14:13:11"
21111900AM001P1I,"2021-12-07 14:13:11"
21111900AM001P1I,"2021-12-07 14:13:11"
21111900AM001P1I,"2021-12-07 14:13:11"
21111900AM001P2I,"2021-12-07 14:13:11"
2111190TUI00001I,"2021-12-07 14:13:51"
2111190TUI00001I,"2021-12-07 14:13:51"
2111190TUI00001I,"2021-12-07 14:13:51"
2111190TUI00001I,"2021-12-07 14:13:51"
2111190TUI00001I,"2021-12-07 14:13:51"
2111190TUI00001I,"2021-12-07 14:13:51"
2111190TUI00001I,"2021-12-07 14:13:51"
2111190TUI00001I,"2021-12-07 14:13:51"
2111190TUI00001I,"2021-12-07 14:13:51"
21111900TS000M2I,"2021-12-07 14:14:30"
21111900TS000M2I,"2021-12-07 14:14:30"
21111900JK000M3I,"2021-12-07 14:14:45"
2111190NKK000M3I,"2021-12-07 14:15:00"
21111900JK00XL9I,"2021-12-07 14:15:27"
2111190NKK000L4I,"2021-12-07 14:15:54"
2111190NKK000M3I,"2021-12-07 14:16:11"
21111900TS000L4I,"2021-12-07 14:16:27"
21111900TS000L4I,"2021-12-07 14:16:28"
21111900JK00XL9I,"2021-12-07 14:17:08"
2111190NKK000M3I,"2021-12-07 14:18:08"
21111900TS000M2I,"2021-12-07 14:18:39"
21111900TS000M2I,"2021-12-07 14:18:40"
21111900JK000L6I,"2021-12-07 14:18:57"
21111900JK000L6I,"2021-12-07 14:19:13"
2111190NKK000L4I,"2021-12-07 14:19:20"
21111900TS000L4I,"2021-12-07 14:19:25"
21111900TS000L4I,"2021-12-07 14:19:25"
21111900JK000L6I,"2021-12-07 14:22:57"
21111900TS000M2I,"2021-12-07 14:23:15"
21111900TS000M2I,"2021-12-07 14:23:15"
2111190NKK000M3I,"2021-12-07 14:23:30"
21111900TS02XL2I,"2021-12-07 14:24:01"
21111900TS02XL2I,"2021-12-07 14:24:01"
2111190NKK000L3I,"2021-12-07 14:24:13"
21111900JK02XL1I,"2021-12-07 14:24:30"
21111900JK000L6I,"2021-12-07 14:24:45"
21111900TS000L4I,"2021-12-07 14:24:52"
21111900TS000L4I,"2021-12-07 14:24:53"
2111190NKK000L3I,"2021-12-07 14:25:02"
2111190NKK000M3I,"2021-12-07 14:25:21"
21111900TS000M2I,"2021-12-07 14:25:40"
21111900TS000M2I,"2021-12-07 14:25:33"
21111900JK000M3I,"2021-12-07 14:25:51"
21111900AM001P2I,"2021-12-08 10:06:49"
21111900AM001P2I,"2021-12-08 10:05:32"
21111900AM001P2I,"2021-12-08 10:05:32"
21111900AM001P2I,"2021-12-08 10:05:32"
21111900AM001P2I,"2021-12-08 10:05:32"
2111190TUI00001I,"2021-12-08 10:06:03"
2111190TUI00001I,"2021-12-08 10:05:44"
2111190TUI00001I,"2021-12-08 10:05:44"
2111190TUI00001I,"2021-12-08 10:05:44"
2111190TUI00001I,"2021-12-08 10:05:44"
21111900JK000L6I,"2021-12-08 10:07:06"
21111900TS000L4I,"2021-12-08 10:07:14"
21111900TS000L4I,"2021-12-08 10:09:53"
2111190NKK000M3I,"2021-12-08 10:07:25"
2111190NKK000M3I,"2021-12-08 10:08:00"
21111900TS00XL4I,"2021-12-08 10:08:21"
21111900TS00XL4I,"2021-12-08 10:08:22"
21111900JK00XL9I,"2021-12-08 10:08:38"
21111900JK00XL9I,"2021-12-08 10:08:58"
2111190NKK000L4I,"2021-12-08 10:09:08"
21111900TS00XL4I,"2021-12-08 10:10:19"
21111900TS00XL4I,"2021-12-08 10:10:20"
2111190NKK000L4I,"2021-12-08 10:10:41"
21111900TS000L4I,"2021-12-08 10:10:44"
21111900TS000L4I,"2021-12-08 10:10:44"
21111900JK000L6I,"2021-12-08 10:10:54"
21111900JK000M3I,"2021-12-08 10:11:14"
21111900TS000M2I,"2021-12-08 10:11:37"
21111900TS000M2I,"2021-12-08 10:11:38"
2111190NKK000M3I,"2021-12-08 10:11:51"
21111900TS000L4I,"2021-12-08 13:34:07"
21111900JK000L6I,"2021-12-08 13:34:29"
2111190NCK000L1I,"2021-12-08 13:35:36"
211119TRUM000M2I,"2021-12-08 13:35:50"
21111900TS02XL2I,"2021-12-08 13:36:00"
21111900TS02XL2I,"2021-12-08 13:36:01"
21111900AM001P2I,"2021-12-08 14:59:55"
21111900AM001P2I,"2021-12-08 15:00:06"
21111900AM001P2I,"2021-12-08 15:00:06"
21111900AM001P2I,"2021-12-08 15:00:06"
21111900AM001P2I,"2021-12-08 15:00:06"
21111900AM001P2I,"2021-12-08 15:00:06"
21111900AM001P2I,"2021-12-08 15:00:06"
21111900AM001P2I,"2021-12-08 15:00:06"
21111900AM001P2I,"2021-12-08 15:00:06"
21111900AM001P2I,"2021-12-08 15:00:06"
21111900AM001P2I,"2021-12-08 15:00:06"
21111900AM001P2I,"2021-12-08 15:00:06"
21111900AM001P2I,"2021-12-08 15:00:06"
21111900AM001P2I,"2021-12-08 15:00:06"
21111900AM001P2I,"2021-12-08 15:00:06"
2111190NKK000L4I,"2021-12-09 10:14:29"
2111190NKK000L4I,"2021-12-09 10:14:30"
21111900TS000L4I,"2021-12-09 10:14:35"
21111900TS000L4I,"2021-12-09 10:14:35"
21111900TS000L4I,"2021-12-09 10:14:36"
21111900TS000L4I,"2021-12-09 10:14:38"
21111900AM001P2I,"2021-12-09 10:14:47"
21111900AM001P2I,"2021-12-09 10:14:48"
21111900JK000L6I,"2021-12-09 10:14:54"
21111900JK000L6I,"2021-12-09 10:14:55"
2111190TUI00001I,"2021-12-09 10:15:01"
2111190TUI00001I,"2021-12-09 10:15:02"
2111190TUI00001I,"2021-12-09 10:15:03"
2111190NKK00XL9I,"2021-12-09 10:16:04"
2111190NCK00XL3I,"2021-12-09 10:16:08"
21111900JK000M3I,"2021-12-09 10:16:25"
2111190NKK000L3I,"2021-12-10 09:38:03"
21111900AM001P2I,"2021-12-10 09:38:05"
21111900TS000L4I,"2021-12-10 09:38:10"
21111900TS000L4I,"2021-12-10 09:38:11"
21111900JK000L6I,"2021-12-10 09:38:19"
21111900JK000L6I,"2021-12-10 09:49:19"
21111900TS000L4I,"2021-12-10 09:49:31"
21111900TS000L4I,"2021-12-10 09:49:34"
21111900AM001P2I,"2021-12-10 09:49:37"
2111190NKK000L3I,"2021-12-10 09:49:40"
2111190TUI00001I,"2021-12-10 09:50:21"
2111190TUI00001I,"2021-12-10 09:50:16"
21111900AM001P2I,"2021-12-10 13:05:26"
2111190NKK000L3I,"2021-12-10 13:05:32"
21111900TS000L4I,"2021-12-10 13:05:38"
21111900TS000L4I,"2021-12-10 13:05:38"
21111900JK00XL9I,"2021-12-10 13:05:41"
2111190TUI00001I,"2021-12-10 13:05:50"
21111900AM001P2I,"2021-12-10 13:10:28"
21111900TS000L4I,"2021-12-10 13:10:30"
21111900TS000L4I,"2021-12-10 13:10:31"
21111900JK000L6I,"2021-12-10 13:10:38"
2111190NKK000L3I,"2021-12-10 13:10:41"
2111190TUI00001I,"2021-12-10 13:10:58"
21111900JK000L6I,"2021-12-10 13:10:38"
21111900TS02XL6I,"2021-12-10 13:10:38"
21111900TS000L4I,"2021-12-10 13:10:41"
21111900TS000L4I,"2021-12-10 13:10:58"
21111900TS000M2I,"2021-12-10 13:10:58"
211119TRUM000M2I,"2021-12-10 13:10:58"
21111900JK000M13I,"2021-12-13 13:30:40"
21111900TS000M2I,"2021-12-13 13:30:44"
21111900TS000M2I,"2021-12-13 13:30:45"
2111190TUI00001I,"2021-12-13 13:30:59"
2111190NKK000L3I,"2021-12-13 13:31:03"
21111900AM001P2I,"2021-12-13 13:31:45"
21111900JK000L6I,"2021-12-13 13:38:10"
21111900TS000L4I,"2021-12-13 13:38:11"
21111900TS000L4I,"2021-12-13 13:38:16"
2111190NKK000L3I,"2021-12-13 13:38:20"
2111190TUI00001I,"2021-12-13 13:38:22"
21111900AM001P2I,"2021-12-13 13:38:29"
2111190TUI00001I,"2021-12-13 13:42:56"
21111900JK000L6I,"2021-12-13 13:42:59"
21111900AM001P2I,"2021-12-13 13:43:06"
21111900TS000L4I,"2021-12-13 13:43:09"
21111900TS000L4I,"2021-12-13 13:43:10"
2111190NKK000L3I,"2021-12-13 13:43:13"
2111190TUI00001I,"2021-12-13 13:47:33"
21111900AM001P2I,"2021-12-13 13:48:01"
21111900TS00XL4I,"2021-12-13 13:48:05"
21111900TS00XL4I,"2021-12-13 13:48:05"
21111900JK00XL9I,"2021-12-13 13:48:10"
2111190NKK000L3I,"2021-12-13 13:48:15"
2111190TUI00001I,"2021-12-13 13:55:10"
21111900TS000L3I,"2021-12-13 13:55:35"
21111900TS000L3I,"2021-12-13 13:55:36"
21111900JK000L6I,"2021-12-13 13:55:44"
21111900AM001P2I,"2021-12-13 13:55:48"
2111190NKK000L3I,"2021-12-13 13:55:52"
2111190NCK000L1I,"2021-12-13 14:06:01"
2111190TUI00001I,"2021-12-13 14:09:48"
2111190NKK000M3I,"2021-12-13 14:11:40"
21111900TS00XL4I,"2021-12-13 14:18:01"
21111900JK00XL9I,"2021-12-13 14:18:06"
21111900KT00001I,"2021-12-13 14:20:51"
21111900KT00001I,"2021-12-13 14:20:51"
21111900KT00001I,"2021-12-13 14:20:52"
21111900KT00001I,"2021-12-13 14:20:53"
2111190TUI00001I,"2021-12-13 14:20:56"
21111900JK02XL3I,"2021-12-14 11:41:05"
21111900JK02XL3I,"2021-12-14 11:41:08"
2111190TUI00001I,"2021-12-14 13:18:24"
21111900AM001P2I,"2021-12-14 13:18:52"
21111900TS000L3I,"2021-12-14 13:18:59"
21111900TS000L3I,"2021-12-14 13:19:03"
21111900JK000L6I,"2021-12-14 13:19:08"
2111190NKK000L3I,"2021-12-14 13:19:14"
21111900JK02XL1I,"2021-12-14 13:25:55"
21111900TS000M2I,"2021-12-14 13:25:58"
21111900TS000M2I,"2021-12-14 13:26:00"
2111190NKK000M3I,"2021-12-14 13:28:33"
21111900AM002P1I,"2021-12-14 13:38:01"
211119TRUM000M2I,"2021-12-14 13:38:02"
2111190NCK000L1I,"2021-12-14 13:44:15"
21111900JK03XL4I,"2021-12-14 13:44:19"
2111190TUI00001I,"2021-12-14 14:21:25"
21111900AM001P2I,"2021-12-14 14:21:54"
21111900TS000L3I,"2021-12-14 14:21:59"
21111900TS000L3I,"2021-12-14 14:22:05"
2111190NKK000L3I,"2021-12-14 14:22:09"
2111190TUI00001I,"2021-12-14 14:26:35"
21111900JK000L3I,"2021-12-14 14:27:09"
21111900AM001P2I,"2021-12-14 14:27:16"
2111190NKK000M3I,"2021-12-14 14:27:20"
21111900AM001P2I,"2021-12-14 14:30:49"
21111900TS00XL4I,"2021-12-14 14:30:57"
21111900TS00XL4I,"2021-12-14 14:31:04"
21111900JK00XL9I,"2021-12-14 14:31:10"
2111190NKK000L3I,"2021-12-14 14:31:17"
21111900TS000L3I,"2021-12-14 14:34:10"
21111900TS000L3I,"2021-12-14 14:31:17"
2111190TUI00001I,"2021-12-15 13:36:48"
21111900AM001P2I,"2021-12-15 13:37:18"
21111900TS000M2I,"2021-12-15 13:37:25"
21111900TS000M2I,"2021-12-15 13:37:26"
21111900JK000M13I,"2021-12-15 13:37:31"
2111190NKK000M3I,"2021-12-15 13:37:38"
2111190NKK000M3I,"2021-12-15 13:42:28"
2111190TUI00001I,"2021-12-15 13:42:38"
21111900JK000L3I,"2021-12-16 13:29:36"
2111190TUI00001I,"2021-12-16 13:37:37"
21111900AM001P2I,"2021-12-16 13:38:07"
21111900TS00XL4I,"2021-12-16 13:38:12"
21111900TS00XL4I,"2021-12-16 13:38:13"
21111900JK00XL9I,"2021-12-16 13:38:20"
2111190NKK000L3I,"2021-12-16 13:38:26"
21111900AM001P2I,"2021-12-16 13:42:56"
21111900JK00XL9I,"2021-12-16 13:43:03"
21111900TS000L3I,"2021-12-16 13:43:10"
21111900TS000L3I,"2021-12-16 13:43:10"
2111190NKK000M3I,"2021-12-16 13:43:16"
2111190TUI00001I,"2021-12-16 13:45:08"
2111190TUI00001I,"2021-12-16 13:46:56"
21111900AM001P2I,"2021-12-16 13:47:17"
21111900TS000M2I,"2021-12-16 13:47:24"
21111900TS000M2I,"2021-12-16 13:47:25"
21111900JK000L3I,"2021-12-16 13:47:31"
2111190NKK000M3I,"2021-12-16 13:47:38"
2111190TUI00001I,"2021-12-16 13:51:53"
21111900AM001P2I,"2021-12-16 13:52:21"
21111900JK000L3I,"2021-12-16 13:52:35"
2111190NKK000M3I,"2021-12-16 13:52:40"
21111900TS000L3I,"2021-12-16 13:53:53"
21111900TS000L3I,"2021-12-16 13:53:54"
2111190TUI00001I,"2021-12-16 14:00:25"
21111900AM001P2I,"2021-12-16 14:01:06"
21111900TS000L3I,"2021-12-16 14:01:11"
21111900TS000L3I,"2021-12-16 14:01:13"
21111900JK000L3I,"2021-12-16 14:01:19"
2111190NKK000L3I,"2021-12-16 14:01:25"
2111190TUI00001I,"2021-12-16 14:04:54"
21111900AM001P2I,"2021-12-16 14:05:30"
21111900TS000L3I,"2021-12-16 14:05:34"
21111900TS000L3I,"2021-12-16 14:05:34"
21111900JK000L3I,"2021-12-16 14:05:42"
2111190NKK000L3I,"2021-12-16 14:05:46"
2111190TUI00001I,"2021-12-16 14:10:46"
21111900AM001P2I,"2021-12-16 14:11:21"
21111900TS000M2I,"2021-12-16 14:11:25"
21111900TS000M2I,"2021-12-16 14:11:26"
21111900JK000M13I,"2021-12-16 14:11:32"
21111900JK000M13I,"2021-12-16 14:14:41"
21111900TS000M2I,"2021-12-16 14:16:17"
21111900TS000M2I,"2021-12-16 14:16:17"
2111190NKK000L3I,"2021-12-16 14:25:37"
2111190TUI00001I,"2021-12-17 11:38:03"
21111900AM001P2I,"2021-12-17 09:46:36"
21111900TS000M2I,"2021-12-17 09:46:40"
21111900TS000M2I,"2021-12-17 09:46:43"
21111900JK000L3I,"2021-12-17 09:46:47"
2111190NKK000M3I,"2021-12-17 09:46:53"
2111190TUI00001I,"2021-12-17 09:53:54"
21111900AM001P2I,"2021-12-17 09:54:26"
21111900TS00XL4I,"2021-12-17 09:54:33"
21111900TS00XL4I,"2021-12-17 09:54:33"
21111900JK00XL9I,"2021-12-17 09:54:42"
2111190NKK000L3I,"2021-12-17 09:54:46"
2111190TUI00001I,"2021-12-17 09:58:27"
21111900AM001P2I,"2021-12-17 09:58:54"
21111900TS000L3I,"2021-12-17 09:59:02"
21111900TS000L3I,"2021-12-17 09:59:03"
21111900JK000L3I,"2021-12-17 09:59:13"
2111190NKK000M3I,"2021-12-17 09:59:37"
2111190TUI00001I,"2021-12-17 10:03:50"
21111900AM001P2I,"2021-12-17 10:04:44"
21111900TS000L3I,"2021-12-17 10:05:04"
21111900TS000L3I,"2021-12-17 10:05:05"
21111900JK000L3I,"2021-12-17 10:05:05"
2111190NKK000L3I,"2021-12-17 10:05:09"
2111190TUI00001I,"2021-12-17 10:20:30"
21111900TS000L3I,"2021-12-17 10:21:15"
21111900TS000L3I,"2021-12-17 10:21:15"
21111900JK000L3I,"2021-12-17 10:21:23"
2111190NKK000M3I,"2021-12-17 10:21:31"
21111900AM001P2I,"2021-12-17 10:27:01"
2111190TUI00001I,"2021-12-17 10:27:14"
21111900TS000L3I,"2021-12-17 10:28:19"
21111900TS000L3I,"2021-12-17 10:28:20"
21111900JK00XL9I,"2021-12-17 10:28:25"
2111190NKK000L3I,"2021-12-17 10:28:31"
21111900AM001P2I,"2021-12-17 10:29:00"
2111190TUI00001I,"2021-12-17 10:32:49"
21111900TS000L3I,"2021-12-17 10:33:29"
21111900TS000L3I,"2021-12-17 10:33:30"
21111900JK000L3I,"2021-12-17 10:33:36"
2111190NKK000L3I,"2021-12-17 10:33:42"
21111900AM001P2I,"2021-12-17 10:37:04"
2111190TUI00001I,"2021-12-17 10:37:20"
21111900JK00XL9I,"2021-12-17 10:37:44"
21111900TS00XL4I,"2021-12-17 10:37:53"
21111900TS00XL4I,"2021-12-17 10:37:54"
21111900AM001P2I,"2021-12-17 10:39:05"
2111190TUI00001I,"2021-12-17 10:42:21"
21111900AM001P2I,"2021-12-17 10:42:52"
21111900TS000M2I,"2021-12-17 10:43:02"
21111900TS000M2I,"2021-12-17 10:43:02"
21111900JK000M13I,"2021-12-17 10:43:09"
2111190NKK000M3I,"2021-12-17 10:43:18"
2111190TUI00001I,"2021-12-17 10:59:30"
21111900AM001P2I,"2021-12-17 10:59:58"
21111900TS000L3I,"2021-12-17 11:00:04"
21111900TS000L3I,"2021-12-17 11:00:05"
21111900JK000L3I,"2021-12-17 11:00:11"
2111190NKK000L3I,"2021-12-17 11:04:54"
2111190TUI00001I,"2021-12-17 13:41:10"
21111900AM001P2I,"2021-12-17 13:41:10"
21111900TS000L3I,"2021-12-17 13:41:10"
21111900TS000L3I,"2021-12-17 13:41:10"
21111900JK03XL4I,"2021-12-17 13:41:10"
2111190NKK000L3I,"2021-12-17 13:41:10"
21111900JK03XL4I,"2021-12-17 11:05:23"
2111190TUI00001I,"2021-12-17 11:08:33"
21111900TS02XL1I,"2021-12-17 11:10:05"
21111900TS02XL1I,"2021-12-17 11:10:06"
21111900TS03XL2I,"2021-12-17 13:05:09"
21111900JK03XL4I,"2021-12-17 13:05:10"
211119TRUM000M2I,"2021-12-17 13:08:40"
2111190NCK000L1I,"2021-12-17 13:08:57"
2111190NCK000L1I,"2021-12-17 13:15:38"
2111190KDT00001I,"2021-12-17 13:15:40"
2111190KDT00001I,"2021-12-17 13:15:41"
211119TRUM000M2I,"2021-12-17 13:15:43"
21111900TS000M2I,"2021-12-17 13:19:39"
21111900TS000M2I,"2021-12-17 13:19:39"
2111190NCK000L1I,"2021-12-17 13:19:41"
21111900AM01PW1I,"2021-12-17 13:23:16"
21111900AM01PW1I,"2021-12-17 13:23:23"
21111900JK000L3I,"2021-12-17 13:23:31"
211119000N34XL1I,"2021-12-17 13:27:48"
2111190TUI00001I,"2021-12-20 10:22:47"
21111900AM001P2I,"2021-12-20 10:23:11"
21111900TS00XL4I,"2021-12-20 10:23:18"
21111900TS00XL4I,"2021-12-20 10:23:18"
21111900JK000L3I,"2021-12-20 10:23:26"
2111190NKK000L3I,"2021-12-20 10:23:33"
2111190TUI00001I,"2021-12-20 10:28:29"
21111900AM001P2I,"2021-12-20 10:29:00"
21111900TS000L3I,"2021-12-20 10:29:08"
21111900TS000L3I,"2021-12-20 10:29:09"
21111900JK00XL9I,"2021-12-20 10:29:16"
2111190NKK000L3I,"2021-12-20 10:29:22"
2111190TUI00001I,"2021-12-20 10:33:42"
21111900AM001P2I,"2021-12-20 10:34:10"
21111900TS03XL2I,"2021-12-20 10:34:15"
21111900TS03XL2I,"2021-12-20 10:34:16"
21111900JK03XL4I,"2021-12-20 10:34:22"
2111190NKK000L3I,"2021-12-20 10:34:28"
2111190TUI00001I,"2021-12-20 10:48:35"
21111900AM001P2I,"2021-12-20 10:49:46"
21111900TS00XL4I,"2021-12-20 10:49:52"
21111900TS00XL4I,"2021-12-20 10:49:53"
21111900JK00XL9I,"2021-12-20 10:49:58"
2111190NKK000L1I,"2021-12-20 10:50:04"
2111190TUI00001I,"2021-12-20 10:55:55"
21111900AM001P2I,"2021-12-20 10:56:33"
21111900TS000L3I,"2021-12-20 10:56:38"
21111900TS000L3I,"2021-12-20 10:56:39"
21111900JK000L3I,"2021-12-20 10:56:43"
2111190NKK000L1I,"2021-12-20 10:56:52"
2111190TUI00001I,"2021-12-20 11:06:09"
21111900AM001P2I,"2021-12-20 11:06:37"
21111900TS000L3I,"2021-12-20 11:06:42"
21111900TS000L3I,"2021-12-20 11:06:43"
21111900JK000L3I,"2021-12-20 11:06:47"
2111190NKK000L1I,"2021-12-20 11:06:59"
2111190TUI00001I,"2021-12-20 11:11:02"
21111900AM001P2I,"2021-12-20 11:11:38"
21111900TS000L3I,"2021-12-20 11:11:45"
21111900TS000L3I,"2021-12-20 11:11:46"
21111900JK000L3I,"2021-12-20 11:11:52"
2111190NKK000L1I,"2021-12-20 11:11:58"
2111190TUI00001I,"2021-12-20 11:16:49"
21111900AM001P2I,"2021-12-20 11:17:23"
21111900TS000L3I,"2021-12-20 11:17:28"
21111900TS000L3I,"2021-12-20 11:17:29"
21111900JK00XL9I,"2021-12-20 11:17:34"
2111190NKK000L1I,"2021-12-20 11:17:39"
2111190TUI00001I,"2021-12-20 11:22:52"
21111900AM001P2I,"2021-12-20 11:23:24"
21111900TS03XL2I,"2021-12-20 11:23:32"
21111900TS03XL2I,"2021-12-20 11:23:33"
21111900JK03XL4I,"2021-12-20 11:23:38"
2111190NKK000L1I,"2021-12-20 11:23:45"
2111190TUI00001I,"2021-12-20 11:40:42"
21111900AM001P2I,"2021-12-20 11:41:20"
21111900TS000L3I,"2021-12-20 11:41:26"
21111900TS000L3I,"2021-12-20 11:41:27"
21111900JK000L3I,"2021-12-20 11:41:34"
2111190NKK000L1I,"2021-12-20 11:41:41"
2111190TUI00001I,"2021-12-20 13:09:36"
21111900AM001P2I,"2021-12-20 13:10:00"
21111900TS000L3I,"2021-12-20 13:10:05"
21111900TS000L3I,"2021-12-20 13:10:06"
21111900JK000L3I,"2021-12-20 13:10:13"
2111190NKK000L1I,"2021-12-20 13:10:17"
2111190TUI00001I,"2021-12-20 13:25:10"
21111900AM001P2I,"2021-12-20 13:25:42"
21111900TS00XL4I,"2021-12-20 13:25:54"
21111900TS00XL4I,"2021-12-20 13:25:54"
21111900JK00XL9I,"2021-12-20 13:26:00"
2111190NKK000L1I,"2021-12-20 13:26:05"
2111190TUI00001I,"2021-12-20 13:39:25"
2112200NKK000M1I,"2021-12-20 13:40:19"
21111900AM001P2I,"2021-12-20 13:56:24"
21111900TS000M2I,"2021-12-20 13:58:42"
21111900TS000M2I,"2021-12-20 13:58:43"
21111900JK000M13I,"2021-12-20 13:58:50"
2111190TUI00001I,"2021-12-20 14:03:42"
21111900AM001P2I,"2021-12-20 14:04:27"
21111900TS000M2I,"2021-12-20 14:04:32"
21111900TS000M2I,"2021-12-20 14:04:34"
21111900JK000L3I,"2021-12-20 14:04:40"
2112200NKK000M1I,"2021-12-20 14:08:07"
2111190TUI00001I,"2021-12-20 14:08:59"
21111900AM001P2I,"2021-12-20 14:10:10"
21111900TS000M2I,"2021-12-20 14:12:05"
21111900TS000M2I,"2021-12-20 14:12:06"
21111900JK000M13I,"2021-12-20 14:12:16"
2112200NKK000M1I,"2021-12-20 14:15:28"
2111190TUI00001I,"2021-12-20 14:15:32"
21111900AM001P2I,"2021-12-20 14:15:58"
21111900TS00XL4I,"2021-12-20 14:16:05"
21111900TS00XL4I,"2021-12-20 14:16:06"
21111900JK00XL9I,"2021-12-20 14:16:10"
2112200NKK000M1I,"2021-12-20 14:22:32"
2111190TUI00001I,"2021-12-20 14:22:44"
21111900AM001P2I,"2021-12-20 14:23:18"
21111900TS000M2I,"2021-12-20 14:23:21"
21111900TS000M2I,"2021-12-20 14:23:22"
21111900JK000L3I,"2021-12-20 14:23:26"
2112200NKK000M1I,"2021-12-20 14:25:57"
2111190TUI00001I,"2021-12-20 14:47:07"
21111900AM001P2I,"2021-12-20 14:27:59"
2111190NKK000L1I,"2021-12-20 14:48:09"
21111900TS000L3I,"2021-12-20 14:48:40"
21111900TS000L3I,"2021-12-20 14:47:39"
21111900JK000L3I,"2021-12-20 14:47:39"
2111190TUI00001I,"2021-12-20 15:12:05"
21111900AM001P2I,"2021-12-20 15:13:14"
21111900TS03XL2I,"2021-12-20 15:13:19"
21111900TS03XL2I,"2021-12-20 15:13:20"
21111900JK03XL4I,"2021-12-20 15:13:23"
2111190NKK000L1I,"2021-12-20 15:13:28"
21111900JK000L3I,"2021-12-20 15:28:43"
21111900KT00001I,"2021-12-20 15:30:42"
21111900KT00001I,"2021-12-20 15:30:43"
21111900KT00001I,"2021-12-20 15:30:44"
21111900KT00001I,"2021-12-20 15:30:45"
211119000N034L2I,"2021-12-20 15:34:24"
21111900TS000L3I,"2021-12-20 15:34:56"
2111190KDT00001I,"2021-12-20 15:34:58"
2111190KDT00001I,"2021-12-20 15:38:03"
211119TRUM000M2I,"2021-12-20 15:38:09"
21111900JK03XL4I,"2021-12-20 15:38:13"
211119000N034L2I,"2021-12-20 15:41:01"
21111900JK000L3I,"2021-12-20 15:41:40"
2111190NKK000L1I,"2021-12-20 15:45:36"
21111900KT00001I,"2021-12-20 15:58:30"
21111900KT00001I,"2021-12-20 15:58:32"
21111900KT00001I,"2021-12-20 15:58:33"
21111900KT00001I,"2021-12-20 15:58:34"
21111900AM001P2I,"2021-12-20 16:01:41"
21111900AM001P2I,"2021-12-20 16:01:42"
21111900TS02XL1I,"2021-12-20 16:04:31"
21111900TS02XL1I,"2021-12-20 16:04:31"
21111900JK03XL4I,"2021-12-20 16:06:23"
2111190KDT00001I,"2021-12-20 16:10:03"
