scanfield,scandate
211119TRUM000M2I,"2021-12-20 16:10:05"
21111900AM002P1I,"2021-12-20 16:11:58"
21111900TS000M2I,"2021-12-20 16:15:32"
21111900TS000M2I,"2021-12-20 16:15:32"
21111900TS000L3I,"2021-12-20 16:16:59"
21111900TS000L3I,"2021-12-20 16:16:59"
21111900TS000L3I,"2021-12-20 16:18:46"
21111900JK000L3I,"2021-12-20 16:18:47"
21111900AM001P2I,"2021-12-20 16:20:28"
2111190NKK00XL4I,"2021-12-20 16:20:33"
21111900JK000M13I,"2021-12-20 16:23:48"
211119TRUM000M2I,"2021-12-20 16:23:50"
21111900JK00XL9I,"2021-12-20 16:25:28"
21111900AM002P1I,"2021-12-20 16:52:57"
2111190CDM00XL2I,"2021-12-20 16:53:56"
211119000N034L2I,"2021-12-20 16:30:22"
211119TRUM000M2I,"2021-12-20 16:33:24"
21111900AM002P1I,"2021-12-20 16:33:27"
2111190CDM000L2I,"2021-12-20 16:35:48"
2111190TUI00001I,"2021-12-20 16:36:35"
2111190KDT00001I,"2021-12-20 16:36:36"
21111900JK000L3I,"2021-12-20 16:39:28"
21111900AM01PW1I,"2021-12-20 16:42:18"
211119TRUM000M2I,"2021-12-20 16:40:40"
21111900KT00001I,"2021-12-20 16:42:36"
21111900KT00001I,"2021-12-20 16:42:38"
21111900KT00001I,"2021-12-20 16:42:39"
21111900KT00001I,"2021-12-20 16:42:41"
21111900JK000M13I,"2021-12-20 16:45:51"
2111190TUI00001I,"2021-12-20 16:45:56"
2112200NKK000M1I,"2021-12-20 16:45:56"
2111190TUI00001I,"2021-12-21 13:13:41"
21111900AM001P2I,"2021-12-21 13:13:41"
2112200NKK000M1I,"2021-12-21 13:14:03"
21111900TS000L3I,"2021-12-21 13:14:03"
21111900TS000L3I,"2021-12-21 13:14:03"
21111900JK000L3I,"2021-12-21 13:14:03"
2111190TUI00001I,"2021-12-21 13:22:01"
21111900AM001P2I,"2021-12-21 13:22:23"
21111900TS000M4I,"2021-12-21 13:22:30"
21111900TS000M4I,"2021-12-21 13:22:31"
21111900JK000L3I,"2021-12-21 13:22:36"
2112200NKK000M1I,"2021-12-21 13:22:43"
2111190TUI00001I,"2021-12-21 13:29:45"
21111900AM001P2I,"2021-12-21 13:29:45"
21111900TS03XL2I,"2021-12-21 13:29:58"
21111900TS03XL2I,"2021-12-21 13:29:59"
21111900JK03XL4I,"2021-12-21 13:30:05"
2111190NKK000L1I,"2021-12-21 13:30:28"
2111190TUI00001I,"2021-12-21 13:36:44"
21111900AM001P2I,"2021-12-21 13:37:07"
21111900TS000M4I,"2021-12-21 13:37:11"
21111900TS000M4I,"2021-12-21 13:37:12"
21111900JK000M13I,"2021-12-21 13:37:16"
2112200NKK000M1I,"2021-12-21 13:37:21"
2111190TUI00001I,"2021-12-21 14:04:15"
21111900AM001P2I,"2021-12-21 14:04:44"
21111900TS00XL4I,"2021-12-21 14:04:50"
21111900TS00XL4I,"2021-12-21 14:04:51"
21111900JK00XL9I,"2021-12-21 14:04:56"
2111190NKK000L1I,"2021-12-21 14:05:02"
2111190TUI00001I,"2021-12-21 14:09:52"
21111900AM001P2I,"2021-12-21 14:10:24"
21111900TS000L3I,"2021-12-21 14:10:30"
21111900TS000L3I,"2021-12-21 14:10:31"
21111900JK000L3I,"2021-12-21 14:10:37"
2111190NKK000L1I,"2021-12-21 14:10:41"
2111190TUI00001I,"2021-12-21 14:18:03"
21111900AM001P2I,"2021-12-21 14:18:30"
21111900TS000M4I,"2021-12-21 14:18:35"
21111900TS000M4I,"2021-12-21 14:18:37"
21111900JK000M13I,"2021-12-21 14:18:41"
2112200NKK000M1I,"2021-12-21 14:18:46"
21111900KT00001I,"2021-12-21 14:34:07"
21111900KT00001I,"2021-12-21 14:34:08"
21111900KT00001I,"2021-12-21 14:34:10"
21111900KT00001I,"2021-12-21 14:34:11"
21111900TS000L3I,"2021-12-21 14:34:13"
2111190TUI00001I,"2021-12-22 13:56:28"
21111900AM001P2I,"2021-12-22 13:57:14"
21111900TS02XL1I,"2021-12-22 13:57:26"
21111900TS02XL1I,"2021-12-22 13:57:27"
21111900JK02XL1I,"2021-12-22 13:57:31"
2111190NKK000L1I,"2021-12-22 13:57:36"
2111190TUI00001I,"2021-12-22 14:03:00"
21111900AM001P2I,"2021-12-22 14:03:03"
21111900TS03XL2I,"2021-12-22 14:03:08"
21111900TS03XL2I,"2021-12-22 14:03:09"
21111900JK03XL4I,"2021-12-22 14:03:17"
2111190NKK000L1I,"2021-12-22 14:03:24"
2111190TUI00001I,"2021-12-22 14:17:40"
21111900AM001P2I,"2021-12-22 14:18:18"
21111900TS00XL4I,"2021-12-22 14:18:24"
21111900TS00XL4I,"2021-12-22 14:18:26"
21111900JK02XL1I,"2021-12-22 14:18:32"
2111190NKK000L1I,"2021-12-22 14:18:41"
2111190TUI00001I,"2021-12-22 14:20:59"
21111900JK000L3I,"2021-12-22 14:29:29"
21111900KT00002I,"2021-12-22 14:31:51"
21111900KT00002I,"2021-12-22 14:31:51"
21111900KT00002I,"2021-12-22 14:31:51"
21111900KT00002I,"2021-12-22 14:31:51"
21111900KT00002I,"2021-12-22 14:31:51"
21111900KT00002I,"2021-12-22 14:31:51"
21111900KT00002I,"2021-12-22 14:31:51"
21111900KT00002I,"2021-12-22 14:31:51"
21111900TS03XL2I,"2021-12-22 14:33:57"
21111900AM002P1I,"2021-12-22 14:36:49"
211119TRUM000M2I,"2021-12-22 14:36:53"
2111190TUI00001I,"2021-12-22 14:40:53"
2111190TUI00001I,"2021-12-23 13:10:08"
21111900JK00XL9I,"2021-12-23 13:12:06"
211119TRUM000M2I,"2021-12-23 13:13:40"
2111190NKK000M3I,"2021-12-23 13:13:44"
2111190NCK000L1I,"2021-12-23 13:19:03"
21111900KT00002I,"2021-12-23 13:25:05"
21111900KT00002I,"2021-12-23 13:25:07"
21111900KT00002I,"2021-12-23 13:28:11"
21111900KT00002I,"2021-12-23 13:28:13"
2111190TUI00001I,"2021-12-27 15:00:19"
21111900TS02XL1I,"2021-12-27 15:02:08"
21111900TS02XL1I,"2021-12-27 15:02:08"
21111900JK02XL1I,"2021-12-27 15:02:13"
2111190NKK000L1I,"2021-12-27 15:02:18"
21111900AM001P2I,"2021-12-27 15:06:17"
2111190TUI00001I,"2021-12-27 15:06:42"
21111900AM001P2I,"2021-12-27 15:08:12"
21111900TS000L3I,"2021-12-27 15:13:36"
21111900TS000L3I,"2021-12-27 15:13:36"
21111900JK00XL9I,"2021-12-27 15:13:36"
2111190NKK000L1I,"2021-12-27 15:13:50"
2111190TUI00001I,"2021-12-27 15:16:10"
2111190TUI00001I,"2021-12-27 15:18:06"
211119TRUM000M2I,"2021-12-27 15:23:56"
21111900AM002P1I,"2021-12-27 15:25:42"
211119TRUM000M2I,"2021-12-27 15:25:46"
21111900JK000M13I,"2021-12-27 15:28:03"
21111900JK000M13I,"2021-12-27 15:28:04"
21111900AM002P1I,"2021-12-27 15:31:58"
2111190NCK000L1I,"2021-12-27 15:35:18"
21111900JK000M13I,"2021-12-27 15:35:20"
2111190NCK00XL3I,"2021-12-27 16:11:50"
2111190TUI00001I,"2021-12-28 09:16:05"
21111900TS000L3I,"2021-12-28 09:16:36"
21111900TS000L3I,"2021-12-28 09:16:38"
21111900JK000L3I,"2021-12-28 09:16:44"
2112200NKK000M1I,"2021-12-28 09:16:49"
21111900AM001P2I,"2021-12-28 09:59:22"
2111190NKK000L1I,"2021-12-28 13:24:56"
21111900JK000M13I,"2021-12-28 13:25:17"
2111190TUI00001I,"2021-12-28 13:25:54"
211119000N34XL1I,"2021-12-28 13:27:09"
211119TRUM000M2I,"2021-12-28 13:30:25"
21111900KT00002I,"2021-12-28 13:30:28"
21111900KT00002I,"2021-12-28 13:30:29"
21111900KT00002I,"2021-12-28 13:30:30"
21111900KT00002I,"2021-12-28 13:30:33"
21111900AM002P1I,"2021-12-28 13:59:00"
21111900JK02XL1I,"2021-12-28 13:59:13"
2112200NKK000M1I,"2021-12-28 13:59:20"
211119TRUM000M2I,"2021-12-28 14:10:54"
21111900AM002P1I,"2021-12-28 14:11:12"
211119TRUM000M2I,"2021-12-28 14:11:35"
211119TRUM000M2I,"2021-12-28 14:11:38"
211119TRUM000M2I,"2021-12-28 14:35:31"
211119TRUM000M2I,"2021-12-28 14:35:34"
2112200NKK000M1I,"2021-12-28 14:53:10"
2111190TUI00001I,"2021-12-29 13:24:00"
2111190NKK000L1I,"2021-12-29 13:24:06"
21111900TS03XL2I,"2021-12-29 13:24:23"
21111900TS03XL2I,"2021-12-29 13:24:23"
21111900JK03XL4I,"2021-12-29 13:24:29"
21111900AM001P2I,"2021-12-29 13:24:59"
21111900JK000M13I,"2021-12-29 13:40:46"
21111900AM01PW1I,"2021-12-29 14:57:27"
21111900TS000L3I,"2021-12-29 13:40:49"
21111900TS000L3I,"2021-12-29 13:40:52"
21111900TS000L3I,"2021-12-29 13:46:45"
21111900TS000L3I,"2021-12-29 13:46:46"
21111900JK03XL4I,"2021-12-29 13:48:59"
21111900TS03XL2I,"2021-12-29 13:50:43"
21111900TS03XL2I,"2021-12-29 13:50:43"
21111900TS02XL1I,"2021-12-29 15:03:07"
21111900KT00002I,"2021-12-29 13:54:46"
21111900KT00002I,"2021-12-29 13:54:48"
21111900KT00002I,"2021-12-29 13:54:49"
21111900KT00002I,"2021-12-29 13:54:50"
2111190TUI00001I,"2021-12-29 14:08:20"
2111190TUI00001I,"2021-12-29 14:08:21"
2111190NCK00XL3I,"2021-12-30 10:55:14"
2111190TUI00001I,"2021-12-30 11:40:27"
21111900AM001P2I,"2021-12-30 11:40:32"
2111190TUI00001I,"2021-12-30 11:21:06"
2112200NKK000M1I,"2021-12-30 11:21:12"
21111900JK00XL9I,"2021-12-30 11:21:19"
21111900TS00XL4I,"2021-12-30 11:21:23"
21111900TS00XL4I,"2021-12-30 11:21:24"
21111900AM001P2I,"2021-12-30 11:21:44"
2111190TUI00001I,"2021-12-30 11:27:05"
2111190NKK000L1I,"2021-12-30 11:27:08"
21111900TS000L3I,"2021-12-30 11:27:17"
21111900TS000L3I,"2021-12-30 11:27:20"
21111900AM001P2I,"2021-12-30 11:39:05"
21111900JK000L3I,"2021-12-30 11:27:23"
2111190TUI00001I,"2021-12-30 11:34:26"
21111900JK03XL4I,"2021-12-30 11:34:29"
21111900TS02XL1I,"2021-12-30 11:34:32"
21111900TS02XL1I,"2021-12-30 11:34:33"
21111900AM001P2I,"2021-12-30 11:34:37"
2111190NKK000L1I,"2021-12-30 11:34:41"
2111190TUI00001I,"2021-12-30 11:34:41"
21111900AM001P2I,"2021-12-30 11:34:41"
2111190NKK000L1I,"2021-12-30 11:34:41"
21111900TS000L3I,"2021-12-30 11:34:41"
21111900TS000L3I,"2021-12-30 11:34:41"
21111900JK000L3I,"2021-12-30 11:34:41"
2111190TUI00001I,"2021-12-31 13:42:47"
2111190NKK000L1I,"2021-12-31 13:42:53"
21111900TS02XL1I,"2021-12-31 13:43:04"
21111900TS02XL1I,"2021-12-31 13:43:05"
21111900JK03XL4I,"2021-12-31 13:43:11"
21111900AM001P2I,"2021-12-31 13:43:30"
21111900JK000L3I,"2021-12-31 13:51:56"
21111900JK02XL1I,"2021-12-31 13:56:59"
21111900JK02XL1I,"2021-12-31 13:57:01"
211119TRUM000M2I,"2021-12-31 14:03:58"
2111190TUI00001I,"2021-12-31 14:04:36"
21111900JK03XL4I,"2022-01-04 13:25:48"
2111190TUI00001I,"2022-01-04 13:34:53"
2111190TUI00001I,"2022-01-04 13:34:54"
2111190TUI00001I,"2022-01-04 13:34:56"
2111190TUI00001I,"2022-01-04 13:35:14"
2111190NCK000L1I,"2022-01-04 13:35:23"
211119TRUM000M2I,"2022-01-04 13:36:10"
211119000N34XL1I,"2022-01-04 13:36:52"
21111900AM001P2I,"2022-01-05 17:25:56"
2111190TUI00001I,"2022-01-05 17:25:56"
21111900JK03XL4I,"2022-01-05 17:25:56"
21111900TS000L3I,"2022-01-05 17:26:10"
21111900TS000L3I,"2022-01-05 17:26:10"
2111190NKK00XL4I,"2022-01-05 17:26:56"
21111900JK000M13I,"2022-01-05 17:28:15"
2111190TUI00001I,"2022-01-05 17:28:15"
2112200NKK000M1I,"2022-01-05 17:28:15"
21111900AM001P2I,"2022-01-05 17:28:15"
21111900TS000M4I,"2022-01-05 17:28:49"
21111900TS000M4I,"2022-01-05 17:28:50"
2111190NKK00XL4I,"2022-01-05 17:29:04"
21111900TS000L3I,"2022-01-05 17:29:04"
2111190TUI00001I,"2022-01-05 17:29:20"
21111900TS000M4I,"2022-01-06 09:22:30"
21111900TS000M4I,"2022-01-06 09:22:32"
211119000N34XL1I,"2022-01-06 09:22:58"
2111190NCK000L1I,"2022-01-05 17:28:15"
2111190TUI00001I,"2022-01-07 09:41:23"
21111900TS02XL1I,"2022-01-07 09:41:54"
21111900TS02XL1I,"2022-01-07 09:41:59"
21111900JK000L1I,"2022-01-07 09:42:02"
2111190NKK000L1I,"2022-01-07 09:42:09"
21111900AM001P2I,"2022-01-07 09:46:08"
21111900AM01PW1I,"2022-01-07 09:50:20"
2111190TUI00001I,"2022-01-07 09:51:23"
21111900TS00XL4I,"2022-01-07 09:51:55"
21111900TS00XL4I,"2022-01-07 09:51:58"
21111900JK00XL9I,"2022-01-07 09:52:02"
2111190NKK000L1I,"2022-01-07 09:52:07"
2111190TUI00001I,"2022-01-07 10:01:14"
21111900AM001P2I,"2022-01-07 10:01:42"
21111900TS000L3I,"2022-01-07 10:01:54"
21111900TS000L3I,"2022-01-07 10:01:55"
21111900JK000L1I,"2022-01-07 10:02:00"
2111190NKK00XL4I,"2022-01-07 10:02:05"
2111190TUI00001I,"2022-01-07 10:09:32"
21111900AM01PW1I,"2022-01-07 10:09:40"
21111900TS00XL4I,"2022-01-07 10:10:11"
21111900TS00XL4I,"2022-01-07 10:10:15"
21111900JK00XL9I,"2022-01-07 10:10:19"
2111190NKK00XL4I,"2022-01-07 10:10:24"
2111190TUI00001I,"2022-01-07 10:17:18"
21111900AM001P2I,"2022-01-07 10:17:29"
21111900JK00XL11I,"2022-01-07 10:17:47"
21111900TS00XL4I,"2022-01-07 10:17:55"
21111900TS00XL4I,"2022-01-07 10:17:59"
2111190NKK000L1I,"2022-01-07 10:18:07"
21111900TS000M4I,"2022-01-07 10:22:05"
21111900AM002P1I,"2022-01-07 10:24:00"
2111190TUI00001I,"2022-01-07 10:24:03"
21111900KT00002I,"2022-01-10 10:35:21"
21111900KT00002I,"2022-01-10 10:35:23"
21111900KT00002I,"2022-01-10 10:35:24"
21111900KT00002I,"2022-01-10 10:35:24"
2111190TUI00001I,"2022-01-10 10:37:55"
21111900TS00XL4I,"2022-01-10 10:38:12"
21111900TS00XL4I,"2022-01-10 10:38:13"
2112200NKK000M1I,"2022-01-10 10:38:41"
21111900JK000L1I,"2022-01-10 10:44:13"
21111900TS000L3I,"2022-01-10 10:40:50"
21111900TS000L3I,"2022-01-10 10:40:51"
2111190NKK000L1I,"2022-01-10 10:40:56"
2112200NKK000M1I,"2022-01-10 10:41:14"
21111900TS000L3I,"2022-01-10 10:41:25"
21111900TS000L3I,"2022-01-10 10:41:27"
211119000N34XL1I,"2022-01-10 10:42:45"
211119TRUM000M2I,"2022-01-10 11:18:10"
2111190TUI00001I,"2022-01-10 13:07:29"
2111190NKK000L2I,"2022-01-10 13:07:34"
21111900JK03XL4I,"2022-01-10 13:07:40"
21111900TS03XL2I,"2022-01-10 13:07:42"
21111900TS03XL2I,"2022-01-10 13:07:44"
21111900AM001P2I,"2022-01-10 13:08:18"
2111190TUI00001I,"2022-01-11 13:14:27"
21111900TS02XL1I,"2022-01-11 13:15:02"
21111900TS02XL1I,"2022-01-11 13:15:14"
21111900JK02XL1I,"2022-01-11 13:15:22"
2111190NKK00XL4I,"2022-01-11 13:15:27"
21111900AM001P2I,"2022-01-11 13:20:24"
2111190TUI00001I,"2022-01-11 13:22:05"
21111900AM001P2I,"2022-01-11 13:20:27"
21111900TS00XL4I,"2022-01-11 13:22:35"
21111900TS00XL4I,"2022-01-11 13:22:37"
21111900JK02XL1I,"2022-01-11 13:22:42"
2112200NKK000M1I,"2022-01-11 13:22:49"
21111900JK02XL1I,"2022-01-11 13:25:59"
21111900TS000L3I,"2022-01-11 13:28:03"
21111900TS000L3I,"2022-01-11 13:28:04"
211119TRUM000M2I,"2022-01-11 13:30:38"
21111900TS02XL1I,"2022-01-11 13:32:50"
21111900AM002P1I,"2022-01-11 13:39:28"
21111900TS000M4I,"2022-01-12 13:08:20"
21111900TS000M4I,"2022-01-12 13:08:20"
21111900JK000L1I,"2022-01-12 13:08:25"
2111190NKK000L2I,"2022-01-12 13:08:31"
21111900AM001P2I,"2022-01-12 13:16:36"
2111190NKK000L2I,"2022-01-12 13:13:26"
2112200NKK000M1I,"2022-01-12 13:13:32"
211119000N34XL1I,"2022-01-12 13:27:41"
21111900JK000L1I,"2022-01-12 13:14:26"
21111900AM002P1I,"2022-01-12 13:16:27"
211119000N034L2I,"2022-01-12 13:15:39"
21111900JK000L1I,"2022-01-12 13:15:55"
211119000N034L2I,"2022-01-12 13:27:44"
21111900TS000L3I,"2022-01-13 11:26:47"
21111900TS000L3I,"2022-01-13 11:26:49"
2111190NKK000L2I,"2022-01-13 11:27:03"
2111190NCK000L1I,"2022-01-13 11:28:16"
21111900KT00002I,"2022-01-14 13:49:29"
21111900KT00002I,"2022-01-14 13:49:29"
21111900KT00002I,"2022-01-14 13:49:31"
21111900KT00002I,"2022-01-14 13:49:32"
2111190NCK000L1I,"2022-01-17 11:21:19"
2111190NCK000L1I,"2022-01-17 11:21:26"
21111900AM002P1I,"2022-01-17 11:22:12"
21111900AM002P1I,"2022-01-17 11:22:13"
21111900AM001P2I,"2022-01-17 11:22:25"
211129TRUM000M1I,"2022-01-17 11:22:39"
2111190NKK00XL3I,"2022-01-17 11:24:37"
2111190TUI00001I,"2022-01-17 11:24:43"
21111900JK00XL11I,"2022-01-17 11:24:51"
21111900TS00XL4I,"2022-01-17 11:24:58"
21111900TS00XL4I,"2022-01-17 11:24:59"
21111900AM001P2I,"2022-01-17 11:25:06"
2111190TUI00001I,"2022-01-17 16:15:28"
21111900AM001P2I,"2022-01-17 16:15:35"
2112200NKK000M1I,"2022-01-17 16:15:47"
21111900TS00XL4I,"2022-01-17 16:16:05"
21111900TS00XL4I,"2022-01-17 16:16:05"
21111900JK02XL1I,"2022-01-17 16:16:15"
2111190TUI00001I,"2022-01-18 13:31:38"
2111190NKK000L2I,"2022-01-18 13:31:44"
21111900JK000L1I,"2022-01-18 13:31:51"
21111900TS000L3I,"2022-01-18 13:31:55"
21111900TS000L3I,"2022-01-18 13:31:56"
2111190NCK000L1I,"2022-01-18 13:32:24"
2111190TUI00001I,"2022-01-18 13:32:30"
21111900AM001P2I,"2022-01-18 13:32:47"
21111900AM002P1I,"2022-01-18 13:33:04"
21111900AM002P1I,"2022-01-18 13:33:09"
21111900AM002P1I,"2022-01-18 13:53:24"
2111190CDM000L2I,"2022-01-18 13:54:28"
2111190NKK000L2I,"2022-01-19 13:16:30"
21111900KT00002I,"2022-01-19 13:16:55"
21111900KT00002I,"2022-01-19 13:17:12"
21111900KT00002I,"2022-01-19 13:17:12"
21111900KT00002I,"2022-01-19 13:17:12"
21111900KT00002I,"2022-01-19 13:17:12"
21111900KT00002I,"2022-01-19 13:17:12"
21111900KT00002I,"2022-01-19 13:17:12"
21111900KT00002I,"2022-01-19 13:17:18"
21111900JK00XL11I,"2022-01-19 13:17:40"
2111190NKK00XL3I,"2022-01-19 13:17:57"
21111900AM002P1I,"2022-01-19 13:29:07"
21111900TS00XL4I,"2022-01-20 13:12:42"
21111900JK00XL11I,"2022-01-20 13:12:48"
21111900TS000L3I,"2022-01-20 13:12:57"
21111900TS000L3I,"2022-01-20 13:12:58"
2111190TUI00001I,"2022-01-20 13:13:08"
2111190TUI00001I,"2022-01-20 13:13:10"
2111190TUI00001I,"2022-01-20 13:13:11"
211119000N34XL1I,"2022-01-20 13:13:25"
2112200NKK000M1I,"2022-01-20 13:13:55"
21111900AM001P2I,"2022-01-20 13:14:51"
2111190TUI00001I,"2022-01-21 14:44:07"
2111190NKK000L2I,"2022-01-21 14:44:23"
21111900TS03XL2I,"2022-01-21 14:45:14"
211129TRUM000M12I,"2022-01-21 14:45:34"
211129TRUM000M12I,"2022-01-21 14:45:35"
2111190TUI00001I,"2022-01-21 14:45:40"
211129TRUM000M12I,"2022-01-21 14:45:36"
2111190TUI00001I,"2022-01-21 14:45:41"
2111190TUI00001I,"2022-01-21 14:45:42"
2111190TUI00001I,"2022-01-24 10:35:25"
21111900TS000L3I,"2022-01-24 10:36:09"
21111900TS000L3I,"2022-01-24 10:36:10"
21111900JK00XL11I,"2022-01-24 10:36:36"
21111900AM01PW2I,"2022-01-24 10:37:00"
2111190NKK000L2I,"2022-01-24 10:37:10"
2111190TUI00001I,"2022-01-24 10:37:34"
2111190NKK000L2I,"2022-01-24 10:37:45"
21111900AM01PW2I,"2022-01-24 10:37:51"
21111900TS000L3I,"2022-01-24 10:37:53"
21111900TS000L3I,"2022-01-24 10:37:55"
21111900JK000L1I,"2022-01-24 10:38:29"
2111190TUI00001I,"2022-01-24 10:38:33"
21111900AM01PW2I,"2022-01-24 10:38:43"
2111190NKK000L2I,"2022-01-24 10:38:46"
21111900JK000L1I,"2022-01-24 10:38:58"
21111900TS000M4I,"2022-01-24 10:39:14"
21111900TS000M4I,"2022-01-24 10:39:15"
2111190TUI00001I,"2022-01-24 11:19:25"
211129TRUM000M12I,"2022-01-24 11:19:32"
211129TRUM000M12I,"2022-01-24 11:19:45"
21111900AM002P1I,"2022-01-24 11:19:58"
2111190TUI00001I,"2022-01-24 11:22:10"
21111900TS000L3I,"2022-01-24 11:22:13"
21111900TS000L3I,"2022-01-24 11:22:15"
2111190NCK000L1I,"2022-01-24 11:22:45"
2111190TUI00001I,"2022-01-24 11:23:12"
211119000N034L2I,"2022-01-24 11:23:55"
21111900JK000L1I,"2022-01-24 11:24:10"
2111190NKK00XL3I,"2022-01-24 11:25:10"
2111190NKK00XL3I,"2022-01-24 11:25:10"
2111190NKK00XL3I,"2022-01-24 11:25:10"
2111190NKK00XL3I,"2022-01-24 11:25:10"
21111900JK000M13I,"2022-01-24 11:48:35"
21111900JK000L1I,"2022-01-24 11:48:44"
2111190TUI00001I,"2022-01-24 11:48:51"
2112200NKK000M1I,"2022-01-24 11:49:22"
2111190KDT00001I,"2022-01-24 11:49:37"
2112200NKK000M1I,"2022-01-24 11:49:37"
2111190TUI00001I,"2022-02-07 09:55:45"
2111190NKK000L2I,"2022-02-07 09:56:33"
21111900AM001P2I,"2022-02-07 09:57:25"
21111900JK000L3I,"2022-02-07 10:00:41"
21111900TS000L3I,"2022-02-07 10:00:35"
21111900TS000L3I,"2022-02-07 10:00:35"
2111190NKK000L2I,"2022-02-07 10:02:53"
2111190KDT00001I,"2022-02-07 10:02:57"
21111900KT00002I,"2022-02-07 10:03:01"
21111900KT00002I,"2022-02-07 10:03:02"
21111900KT00002I,"2022-02-07 10:03:03"
21111900KT00002I,"2022-02-07 10:03:04"
21111900JK000M13I,"2022-02-07 10:03:20"
211129TRUM000M1I,"2022-02-07 10:04:16"
211119000N34XL1I,"2022-02-07 10:06:07"
21111900KT00002I,"2022-02-07 10:06:15"
21111900KT00002I,"2022-02-07 10:06:16"
21111900KT00002I,"2022-02-07 10:06:16"
21111900KT00002I,"2022-02-07 10:06:17"
2111190TUI00001I,"2022-02-07 10:06:26"
2111190TUI00001I,"2022-02-07 10:06:34"
21111900KT00002I,"2022-02-07 10:43:48"
21111900KT00002I,"2022-02-07 10:43:48"
21111900KT00002I,"2022-02-07 10:43:48"
21111900KT00002I,"2022-02-07 10:43:49"
2111190TUI00001I,"2022-02-07 10:43:59"
21111900JK03XL4I,"2022-02-07 10:44:50"
21111900TS03XL2I,"2022-02-07 10:45:01"
21111900TS03XL2I,"2022-02-07 10:45:01"
211129TRUM000M12I,"2022-02-07 10:45:10"
2111190TUI00001I,"2022-02-08 13:32:44"
2111190NCK000L1I,"2022-02-08 13:33:28"
2111190TUI00001I,"2022-02-08 13:33:47"
2111190KDT00001I,"2022-02-08 13:34:17"
211129TRUM000M12I,"2022-02-08 13:34:22"
21111900AM002P1I,"2022-02-08 13:35:33"
21111900TS02XL1I,"2022-02-08 13:35:52"
21111900TS02XL1I,"2022-02-08 13:35:53"
21111900AM002P1I,"2022-02-08 13:36:13"
211129TRUM000M12I,"2022-02-08 13:36:16"
2111190TUI00001I,"2022-02-08 13:36:31"
2111190TUI00001I,"2022-02-08 13:37:50"
21111900JK000L1I,"2022-02-08 13:38:02"
21111900TS000L3I,"2022-02-08 13:38:24"
21111900TS000L3I,"2022-02-08 13:38:25"
21111900TS000L3I,"2022-02-08 13:38:35"
21111900TS000L3I,"2022-02-08 13:38:36"
21111900AM002P1I,"2022-02-08 13:39:35"
2111190NCK000L1I,"2022-02-08 13:39:40"
